,Exporter,Importer,Exporter_region,Import_region,Weight
2880,Sri Lanka,"China, Hong Kong SAR",Central and Southern Asia,China,440.7346
2881,Vietnam,Jamaica,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,440.66099999999994
2882,Romania,Italy,Europe,Europe,440.252707015
2883,France,Latvia,Europe,Europe,439.60680434
2884,Guinea,Russian Federation,Sub-Saharan Africa,Europe,438.181
2885,"Congo, Republic",Denmark,Sub-Saharan Africa,Europe,436.29699999999997
2886,Portugal,Albania,Europe,Europe,436.025585
2887,Nepal,India,Central and Southern Asia,Central and Southern Asia,435.339
2888,India,Bangladesh,Central and Southern Asia,Central and Southern Asia,435.08398488
2889,Netherlands,State of Palestine,Europe,Northern Africa and Western Asia,434.131808
2890,Vietnam,Angola,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,434.12065547
2891,Switzerland,Georgia,Europe,Northern Africa and Western Asia,433.88982765000003
2892,France,Mayotte,Europe,Sub-Saharan Africa,433.22361966
2893,France,Djibouti,Europe,Sub-Saharan Africa,432.62716918
2894,Ghana,Poland,Sub-Saharan Africa,Europe,432.155
2895,Costa Rica,Lebanon,Latin America and the Caribbean,Northern Africa and Western Asia,431.984009
2896,Bolivia,Norway,Latin America and the Caribbean,Europe,431.67488009
2897,Vietnam,Guinea,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,431.18600000000004
2898,Panama,Finland,Latin America and the Caribbean,Europe,431.0519
2899,India,Lithuania,Central and Southern Asia,Europe,430.93128100000007
2900,Ireland,United States,Europe,Northern America,430.86478416
2901,Ukraine,Georgia,Europe,Northern Africa and Western Asia,430.1244263673
2902,Israel,Germany,Northern Africa and Western Asia,Europe,429.48462826499997
2903,Lao PDR,Austria,Eastern and South-Eastern Asia (excl. China),Europe,429.3
2904,Liberia,United Kingdom,Sub-Saharan Africa,Europe,429.0
2905,Egypt,Italy,Northern Africa and Western Asia,Europe,428.9381276
2906,Nicaragua,Bulgaria,Latin America and the Caribbean,Europe,428.05615
2907,Honduras,Syria,Latin America and the Caribbean,Northern Africa and Western Asia,427.46351000000004
2908,South Africa,Switzerland,Sub-Saharan Africa,Europe,426.78243141
2909,United States,Turks and Caicos Islands,Northern America,Latin America and the Caribbean,426.7681035
2910,Egypt,"Korea, Democratic People’s Republic",Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),426.756
2911,Lebanon,Turkey,Northern Africa and Western Asia,Northern Africa and Western Asia,426.2794806
2912,"Congo, Democratic Republic",Czech Republic,Sub-Saharan Africa,Europe,425.01300000000003
2913,Spain,Norway,Europe,Europe,424.934137704
2914,United Kingdom,Slovenia,Europe,Europe,424.620529411
2915,Belgium,Japan,Europe,Eastern and South-Eastern Asia (excl. China),423.928724485
2916,Ethiopia,"China, Macao SAR",Sub-Saharan Africa,China,423.849172
2917,Bolivia,Sweden,Latin America and the Caribbean,Europe,422.753732
2918,Netherlands,"Korea, Republic",Europe,Eastern and South-Eastern Asia (excl. China),422.74839983
2919,Cyprus,Slovakia,Northern Africa and Western Asia,Europe,422.28
2920,Turkey,Romania,Northern Africa and Western Asia,Europe,422.042618012
2921,Myanmar,United States,Eastern and South-Eastern Asia (excl. China),Northern America,421.55214900000004
2922,United Kingdom,Panama,Europe,Latin America and the Caribbean,421.212248
2923,Mexico,"China, Hong Kong SAR",Latin America and the Caribbean,China,421.07743363
2924,"China, Hong Kong SAR",France,China,Europe,420.9295075
2925,Cote d'Ivoire,Nigeria,Sub-Saharan Africa,Sub-Saharan Africa,420.74721800000003
2926,El Salvador,Ukraine,Latin America and the Caribbean,Europe,420.7013745
2927,Turkey,Iran,Northern Africa and Western Asia,Central and Southern Asia,419.4922942
2928,Lithuania,Netherlands,Europe,Europe,418.32145843
2929,United Kingdom,Ghana,Europe,Sub-Saharan Africa,418.2647696
2930,Switzerland,Qatar,Europe,Northern Africa and Western Asia,416.40768682
2931,Hungary,Lithuania,Europe,Europe,416.217058974
2932,Kenya,"China, Hong Kong SAR",Sub-Saharan Africa,China,416.1235464
2933,New Caledonia,Ireland,Oceania (excl. Australia and New Zealand),Europe,415.851
2934,Thailand,Finland,Eastern and South-Eastern Asia (excl. China),Europe,415.55259321999995
2935,Uganda,Lithuania,Sub-Saharan Africa,Europe,415.45300000000003
2936,Cote d'Ivoire,Canada,Sub-Saharan Africa,Northern America,415.4181201
2937,Djibouti,Canada,Sub-Saharan Africa,Northern America,415.267
2938,Djibouti,Germany,Sub-Saharan Africa,Europe,415.2
2939,Vietnam,Gambia,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,414.015
2940,Indonesia,Libya,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,413.985735
2941,Panama,Costa Rica,Latin America and the Caribbean,Latin America and the Caribbean,413.52964305
2942,Germany,Afghanistan,Europe,Central and Southern Asia,412.945
2943,Nigeria,United States,Sub-Saharan Africa,Northern America,412.156
2944,South Africa,Czech Republic,Sub-Saharan Africa,Europe,411.78698252
2945,Hungary,Austria,Europe,Europe,411.57840243
2946,Costa Rica,Saudi Arabia,Latin America and the Caribbean,Northern Africa and Western Asia,411.1818117
2947,Costa Rica,Slovenia,Latin America and the Caribbean,Europe,411.1360416
2948,Cameroon,Senegal,Sub-Saharan Africa,Sub-Saharan Africa,410.7954391
2949,Russian Federation,United Arab Emirates,Europe,Northern Africa and Western Asia,410.43087340000005
2950,Zimbabwe,Spain,Sub-Saharan Africa,Europe,410.29114
2951,Papua New Guinea,Czech Republic,Oceania (excl. Australia and New Zealand),Europe,409.676
2952,Egypt,Singapore,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),409.26215
2953,Switzerland,Thailand,Europe,Eastern and South-Eastern Asia (excl. China),409.24469456699995
2954,Myanmar,Germany,Eastern and South-Eastern Asia (excl. China),Europe,409.2286103
2955,Canada,France,Northern America,Europe,407.600803169
2956,British Virgin Islands,United States,Latin America and the Caribbean,Northern America,406.65599999999995
2957,Mexico,Croatia,Latin America and the Caribbean,Europe,406.222
2958,Spain,Slovenia,Europe,Europe,406.090518338
2959,Romania,Greece,Europe,Europe,405.810946484
2960,Singapore,Greece,Eastern and South-Eastern Asia (excl. China),Europe,405.303
2961,Malaysia,Panama,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,405.219703
2962,Guinea-Bissau,Poland,Sub-Saharan Africa,Europe,404.491
2963,Thailand,Fiji,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),404.06721
2964,United States,Norway,Northern America,Europe,403.34278527
2965,Canada,Mexico,Northern America,Latin America and the Caribbean,403.20755149
2966,Spain,Ireland,Europe,Europe,403.140066615
2967,Rwanda,Israel,Sub-Saharan Africa,Northern Africa and Western Asia,402.78862200000003
2968,Bolivia,Peru,Latin America and the Caribbean,Latin America and the Caribbean,402.54305999999997
2969,Kenya,Pakistan,Sub-Saharan Africa,Central and Southern Asia,402.462
2970,United Arab Emirates,Somalia,Northern Africa and Western Asia,Sub-Saharan Africa,402.2587
2971,Czech Republic,Russian Federation,Europe,Europe,402.129943
2972,Brazil,El Salvador,Latin America and the Caribbean,Latin America and the Caribbean,401.27527569999995
2973,Ethiopia,Ethiopia,Sub-Saharan Africa,Sub-Saharan Africa,401.254
2974,Singapore,South Africa,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,400.93299
2975,Turkey,Azerbaijan,Northern Africa and Western Asia,Northern Africa and Western Asia,398.977281606
2976,Costa Rica,"Korea, Democratic People’s Republic",Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),398.8
2977,United States,Samoa,Northern America,Oceania (excl. Australia and New Zealand),398.70138124
2978,Ethiopia,Bosnia Herzegovina,Sub-Saharan Africa,Europe,398.598188
2979,Togo,United Kingdom,Sub-Saharan Africa,Europe,398.44899999999996
2980,Rwanda,Cuba,Sub-Saharan Africa,Latin America and the Caribbean,397.775
2981,Kenya,Iran,Sub-Saharan Africa,Central and Southern Asia,396.93262500000003
2982,Brazil,Philippines,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),396.466096
2983,Malaysia,Solomon Islands,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),396.438448
2984,China,South Africa,China,Sub-Saharan Africa,396.32302548
2985,Belgium,Curacao,Europe,Latin America and the Caribbean,396.2814
2986,Ethiopia,Myanmar,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),396.24
2987,Bulgaria,Netherlands,Europe,Europe,395.5649553
2988,Singapore,France,Eastern and South-Eastern Asia (excl. China),Europe,395.155076
2989,Guatemala,Eswatini,Latin America and the Caribbean,Sub-Saharan Africa,394.102
2990,Guam,Austria,Oceania (excl. Australia and New Zealand),Europe,393.701
2991,Switzerland,Estonia,Europe,Europe,393.0961975935
2992,Singapore,Bangladesh,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,391.96332350800003
2993,Chile,United Kingdom,Latin America and the Caribbean,Europe,391.82856619999995
2994,Serbia,Switzerland,Europe,Europe,391.8072854
2995,Austria,North Macedonia,Europe,Europe,391.558455164
2996,Cameroon,Turkey,Sub-Saharan Africa,Northern Africa and Western Asia,391.479759
2997,Malaysia,New Zealand,Eastern and South-Eastern Asia (excl. China),Australia and New Zealand,391.08804168
2998,Austria,Serbia,Europe,Europe,390.89967928
2999,Jamaica,"Korea, Republic",Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),390.8775214382
3000,United Kingdom,Costa Rica,Europe,Latin America and the Caribbean,390.304013
3001,El Salvador,Israel,Latin America and the Caribbean,Northern Africa and Western Asia,390.199469
3002,Kenya,Vietnam,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),389.144302
3003,Zambia,Australia,Sub-Saharan Africa,Australia and New Zealand,388.860092
3004,"Congo, Republic",Russian Federation,Sub-Saharan Africa,Europe,387.5487
3005,Switzerland,Jordan,Europe,Northern Africa and Western Asia,387.4854409
3006,Liberia,Poland,Sub-Saharan Africa,Europe,387.45799999999997
3007,Switzerland,Vietnam,Europe,Eastern and South-Eastern Asia (excl. China),387.2066764
3008,Saudi Arabia,Eritrea,Northern Africa and Western Asia,Sub-Saharan Africa,386.53
3009,Israel,Cyprus,Northern Africa and Western Asia,Northern Africa and Western Asia,386.21215225000003
3010,Saudi Arabia,Turkey,Northern Africa and Western Asia,Northern Africa and Western Asia,385.646653
3011,Czech Republic,Sweden,Europe,Europe,385.4358062185
3012,North Macedonia,United States,Europe,Northern America,384.6916687
3013,Vietnam,Paraguay,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,384.0
3014,India,Cyprus,Central and Southern Asia,Northern Africa and Western Asia,383.995893
3015,Poland,Israel,Europe,Northern Africa and Western Asia,383.9183346
3016,Colombia,Aruba,Latin America and the Caribbean,Latin America and the Caribbean,383.2624484
3017,Guatemala,India,Latin America and the Caribbean,Central and Southern Asia,382.702206
3018,Netherlands,Jordan,Europe,Northern Africa and Western Asia,382.26063194
3019,Austria,Ireland,Europe,Europe,381.767758498
3020,Kenya,Hungary,Sub-Saharan Africa,Europe,381.186975
3021,Lithuania,Hungary,Europe,Europe,381.1682495
3022,South Africa,Nigeria,Sub-Saharan Africa,Sub-Saharan Africa,380.927271934
3023,United States,Saint Lucia,Northern America,Latin America and the Caribbean,380.76670877
3024,Poland,Iceland,Europe,Europe,380.7053287417
3025,Nigeria,Belgium,Sub-Saharan Africa,Europe,380.699253
3026,Spain,Argentina,Europe,Latin America and the Caribbean,379.95801477000003
3027,Faeroe Islands,Israel,Europe,Northern Africa and Western Asia,379.911
3028,Cote d'Ivoire,Bulgaria,Sub-Saharan Africa,Europe,379.354991
3029,United States,Ghana,Northern America,Sub-Saharan Africa,378.41136
3030,Indonesia,Mali,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,378.39
3031,France,Nigeria,Europe,Sub-Saharan Africa,378.33717819000003
3032,France,Mauritania,Europe,Sub-Saharan Africa,377.97872314
3033,Belgium,Ecuador,Europe,Latin America and the Caribbean,377.963
3034,British Virgin Islands,United Kingdom,Latin America and the Caribbean,Europe,377.619
3035,Singapore,"China, Macao SAR",Eastern and South-Eastern Asia (excl. China),China,376.713249
3036,Poland,Finland,Europe,Europe,376.6953588125
3037,Philippines,Malaysia,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),376.4749441
3038,Egypt,State of Palestine,Northern Africa and Western Asia,Northern Africa and Western Asia,375.975324
3039,Australia,Turkey,Australia and New Zealand,Northern Africa and Western Asia,375.94175026
3040,Austria,Estonia,Europe,Europe,375.27087777
3041,Netherlands,Croatia,Europe,Europe,374.945284874
3042,El Salvador,Armenia,Latin America and the Caribbean,Northern Africa and Western Asia,374.270957
3043,China,Gabon,China,Sub-Saharan Africa,373.671
3044,Togo,Canada,Sub-Saharan Africa,Northern America,373.48848799999996
3045,Paraguay,Uruguay,Latin America and the Caribbean,Latin America and the Caribbean,373.12755500000003
3046,"Congo, Republic",Australia,Sub-Saharan Africa,Australia and New Zealand,372.3904
3047,Niger,Benin,Sub-Saharan Africa,Sub-Saharan Africa,371.813413
3048,Kenya,Ethiopia,Sub-Saharan Africa,Sub-Saharan Africa,371.641331023
3049,Canada,Italy,Northern America,Europe,371.03884388999995
3050,Italy,Azerbaijan,Europe,Northern Africa and Western Asia,370.43796407
3051,France,Tunisia,Europe,Northern Africa and Western Asia,370.09100421
3052,Cyprus,Turkey,Northern Africa and Western Asia,Northern Africa and Western Asia,369.392
3053,Bosnia Herzegovina,Montenegro,Europe,Europe,368.6541813
3054,Cameroon,Antigua and Barbuda,Sub-Saharan Africa,Latin America and the Caribbean,367.622
3055,Portugal,Cyprus,Europe,Northern Africa and Western Asia,366.4223532
3056,"Congo, Republic",Ireland,Sub-Saharan Africa,Europe,366.09299999999996
3057,United Arab Emirates,Qatar,Northern Africa and Western Asia,Northern Africa and Western Asia,365.96008368
3058,Finland,Netherlands,Europe,Europe,365.03064014
3059,Ethiopia,India,Sub-Saharan Africa,Central and Southern Asia,364.99920139
3060,Canada,Cuba,Northern America,Latin America and the Caribbean,364.2960097
3061,Togo,Malaysia,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),363.986
3062,Bulgaria,Slovenia,Europe,Europe,363.01112849
3063,Tunisia,Algeria,Northern Africa and Western Asia,Northern Africa and Western Asia,362.78499999999997
3064,Honduras,Algeria,Latin America and the Caribbean,Northern Africa and Western Asia,362.19534
3065,Spain,China,Europe,China,362.129103826
3066,Mexico,Bulgaria,Latin America and the Caribbean,Europe,362.087269
3067,Ghana,Switzerland,Sub-Saharan Africa,Europe,361.935
3068,Vietnam,Tanzania,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,361.367664
3069,Ethiopia,Tunisia,Sub-Saharan Africa,Northern Africa and Western Asia,360.59407
3070,Germany,Montenegro,Europe,Europe,360.56100428
3071,Sweden,Turkey,Europe,Northern Africa and Western Asia,360.2353486
3072,Vanuatu,Poland,Oceania (excl. Australia and New Zealand),Europe,360.108
3073,New Zealand,United Kingdom,Australia and New Zealand,Europe,359.66043940000003
3074,South Africa,Canada,Sub-Saharan Africa,Northern America,359.607405104
3075,Nicaragua,Croatia,Latin America and the Caribbean,Europe,359.43354
3076,China,Brazil,China,Latin America and the Caribbean,359.12560365
3077,Tanzania,Malaysia,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),358.415603
3078,Zimbabwe,Italy,Sub-Saharan Africa,Europe,358.37272
3079,Honduras,Kenya,Latin America and the Caribbean,Sub-Saharan Africa,357.459
3080,"China, Hong Kong SAR",Singapore,China,Eastern and South-Eastern Asia (excl. China),356.95784417
3081,Belgium,Croatia,Europe,Europe,356.540905618
3082,"Congo, Republic",Croatia,Sub-Saharan Africa,Europe,355.798
3083,Spain,Ecuador,Europe,Latin America and the Caribbean,355.31849
3084,Italy,Armenia,Europe,Northern Africa and Western Asia,354.988371724
3085,Togo,Hungary,Sub-Saharan Africa,Europe,354.602
3086,Germany,North Macedonia,Europe,Europe,354.5079356029
3087,Nicaragua,Dominica,Latin America and the Caribbean,Latin America and the Caribbean,353.295
3088,Canada,China,Northern America,China,352.959590085
3089,Netherlands,Cuba,Europe,Latin America and the Caribbean,352.52900000000005
3090,United Kingdom,Armenia,Europe,Northern Africa and Western Asia,351.718373135
3091,Malawi,Italy,Sub-Saharan Africa,Europe,351.614433
3092,Canada,Czech Republic,Northern America,Europe,351.5791050372
