,Exporter,Importer,Exporter_region,Import_region,Weight
62,Rwanda,Pakistan,Sub-Saharan Africa,Central and Southern Asia,125136.249
63,Germany,United States,Europe,Northern America,118563.8542732
64,United States,Canada,Northern America,Northern America,118074.097138
65,Vietnam,Indonesia,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),115202.88226616
66,Zimbabwe,South Africa,Sub-Saharan Africa,Sub-Saharan Africa,113630.4272637275
67,Indonesia,Germany,Eastern and South-Eastern Asia (excl. China),Europe,113345.7894218
68,China,Pakistan,China,Central and Southern Asia,113035.6484918
69,India,Poland,Central and Southern Asia,Europe,107131.8106049
70,Kenya,Poland,Sub-Saharan Africa,Europe,106592.21498009999
71,China,Afghanistan,China,Central and Southern Asia,105201.78744
72,United Arab Emirates,Iraq,Northern Africa and Western Asia,Northern Africa and Western Asia,101237.5163
73,China,France,China,Europe,99509.738343
74,China,Niger,China,Sub-Saharan Africa,94723.24473199999
75,India,Australia,Central and Southern Asia,Australia and New Zealand,94639.01808583
76,China,Libya,China,Northern Africa and Western Asia,94556.919582
77,Indonesia,United States,Eastern and South-Eastern Asia (excl. China),Northern America,94421.0996911
78,United Arab Emirates,Oman,Northern Africa and Western Asia,Northern Africa and Western Asia,90180.85745822999
79,South Africa,United Kingdom,Sub-Saharan Africa,Europe,89624.17430695999
80,China,Ghana,China,Sub-Saharan Africa,89280.15812974
81,Vietnam,China,Eastern and South-Eastern Asia (excl. China),China,88586.951953883
82,Sri Lanka,"China, Hong Kong SAR",Central and Southern Asia,China,88281.36247368
83,United Kingdom,Canada,Europe,Northern America,88021.18816209999
84,India,Saudi Arabia,Central and Southern Asia,Northern Africa and Western Asia,86570.367488
85,Sri Lanka,United States,Central and Southern Asia,Northern America,86105.878289
86,China,Togo,China,Sub-Saharan Africa,83871.458935
87,Argentina,Brazil,Latin America and the Caribbean,Latin America and the Caribbean,83673.23423487801
88,Vietnam,United States,Eastern and South-Eastern Asia (excl. China),Northern America,83583.05455828
89,India,Tunisia,Central and Southern Asia,Northern Africa and Western Asia,83142.281197121
90,China,United Kingdom,China,Europe,82749.667761
91,India,Egypt,Central and Southern Asia,Northern Africa and Western Asia,81546.37881452999
92,Tanzania,United Kingdom,Sub-Saharan Africa,Europe,81460.36860724
93,Kenya,Ireland,Sub-Saharan Africa,Europe,81394.84723537
94,United Kingdom,Ireland,Europe,Europe,80001.7117487
95,Sri Lanka,China,Central and Southern Asia,China,76352.99102194
96,Indonesia,Poland,Eastern and South-Eastern Asia (excl. China),Europe,74775.9269613
97,Malawi,United States,Sub-Saharan Africa,Northern America,73321.776959
98,Russian Federation,Ukraine,Europe,Europe,73107.1479855456
99,China,Poland,China,Europe,71707.9041477
100,Sri Lanka,Kuwait,Central and Southern Asia,Northern Africa and Western Asia,71214.4777403
101,Kenya,United States,Sub-Saharan Africa,Northern America,70576.2607901
102,Sri Lanka,United Kingdom,Central and Southern Asia,Europe,69468.838304
103,United Arab Emirates,Russian Federation,Northern Africa and Western Asia,Europe,69148.0372207
104,China,Gambia,China,Sub-Saharan Africa,68732.366048
105,Kenya,India,Sub-Saharan Africa,Central and Southern Asia,68247.36679806
106,Indonesia,Australia,Eastern and South-Eastern Asia (excl. China),Australia and New Zealand,67983.0767068
107,Indonesia,India,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,67400.043203
108,India,Japan,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),67206.65116723
109,Sri Lanka,Tunisia,Central and Southern Asia,Northern Africa and Western Asia,63548.20469316
110,Sri Lanka,Australia,Central and Southern Asia,Australia and New Zealand,63048.024026
111,Malawi,Kenya,Sub-Saharan Africa,Sub-Saharan Africa,62798.47237
112,India,China,Central and Southern Asia,China,62328.03522548
113,India,Sri Lanka,Central and Southern Asia,Central and Southern Asia,61641.33282845
114,Vietnam,Iraq,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,60557.282651999994
115,Burundi,Kenya,Sub-Saharan Africa,Sub-Saharan Africa,60437.4887
116,Argentina,United Kingdom,Latin America and the Caribbean,Europe,60048.222155653995
117,China,Benin,China,Sub-Saharan Africa,59761.489677
118,China,Tunisia,China,Northern Africa and Western Asia,59742.48989
119,China,Turkmenistan,China,Central and Southern Asia,59605.779514
120,Bangladesh,Pakistan,Central and Southern Asia,Central and Southern Asia,59504.0246535
121,Argentina,Germany,Latin America and the Caribbean,Europe,58792.2204188361
122,India,Netherlands,Central and Southern Asia,Europe,55961.2201118
123,Burundi,Pakistan,Sub-Saharan Africa,Central and Southern Asia,55373.8867
124,Indonesia,Netherlands,Eastern and South-Eastern Asia (excl. China),Europe,55329.58348635
125,Zimbabwe,United Kingdom,Sub-Saharan Africa,Europe,55188.581847
126,Kenya,Nigeria,Sub-Saharan Africa,Sub-Saharan Africa,54950.4756108
127,Russian Federation,Belarus,Europe,Europe,53564.63302478
128,Sri Lanka,Netherlands,Central and Southern Asia,Europe,53452.71405226
129,Germany,France,Europe,Europe,53253.1754022
130,United Kingdom,Belgium,Europe,Europe,53131.45370361
131,Tanzania,Pakistan,Sub-Saharan Africa,Central and Southern Asia,52864.50217
132,Vietnam,India,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,52485.060518
133,Sri Lanka,Poland,Central and Southern Asia,Europe,52163.560340596996
134,Indonesia,United Arab Emirates,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,50616.4680941
135,Brazil,Chile,Latin America and the Caribbean,Latin America and the Caribbean,50041.2245588453
136,Uganda,Pakistan,Sub-Saharan Africa,Central and Southern Asia,49736.7014
137,Sri Lanka,Egypt,Central and Southern Asia,Northern Africa and Western Asia,49403.2983508
138,Azerbaijan,Russian Federation,Northern Africa and Western Asia,Europe,48989.510609
139,Kenya,Somalia,Sub-Saharan Africa,Sub-Saharan Africa,48904.666
140,India,Bangladesh,Central and Southern Asia,Central and Southern Asia,48700.38017874
141,Germany,Netherlands,Europe,Europe,48231.1755067
142,Kenya,Saudi Arabia,Sub-Saharan Africa,Northern Africa and Western Asia,47740.316839
143,China,Sri Lanka,China,Central and Southern Asia,47452.66717082
144,Sri Lanka,Lebanon,Central and Southern Asia,Northern Africa and Western Asia,47256.38415284
145,China,Cameroon,China,Sub-Saharan Africa,46899.17752563
146,Iran,Tajikistan,Central and Southern Asia,Central and Southern Asia,46344.445721
147,China,Iran,China,Central and Southern Asia,46163.5095568
148,India,Ukraine,Central and Southern Asia,Europe,46010.062733
149,India,Afghanistan,Central and Southern Asia,Central and Southern Asia,45743.969011
150,Vietnam,Malaysia,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),44866.01412784
151,China,Malaysia,China,Eastern and South-Eastern Asia (excl. China),44862.576463
152,China,Guinea,China,Sub-Saharan Africa,44693.99966
153,Vietnam,Poland,Eastern and South-Eastern Asia (excl. China),Europe,44310.72675929
154,India,Kenya,Central and Southern Asia,Sub-Saharan Africa,43976.22610771
155,United Kingdom,France,Europe,Europe,43187.198958320005
156,Canada,United States,Northern America,Northern America,42406.3762863
157,Vietnam,Germany,Eastern and South-Eastern Asia (excl. China),Europe,42259.4429709
158,Vietnam,Saudi Arabia,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,42255.4298164
159,Singapore,United Kingdom,Eastern and South-Eastern Asia (excl. China),Europe,41407.09370717
160,Malawi,Netherlands,Sub-Saharan Africa,Europe,40705.33246206
161,Argentina,Uruguay,Latin America and the Caribbean,Latin America and the Caribbean,40658.55683992
162,Belgium,France,Europe,Europe,40536.615899713
163,China,Nigeria,China,Sub-Saharan Africa,40464.464688399996
164,Kenya,Iran,Sub-Saharan Africa,Central and Southern Asia,40288.1776
165,Vietnam,United Arab Emirates,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,39952.838081
166,China,Ukraine,China,Europe,39775.02086722
167,China,Thailand,China,Eastern and South-Eastern Asia (excl. China),39499.7320223
168,India,Canada,Central and Southern Asia,Northern America,39087.376052894
169,Russian Federation,Kazakhstan,Europe,Central and Southern Asia,38801.45770571
170,Sri Lanka,Pakistan,Central and Southern Asia,Central and Southern Asia,38496.3574181
171,Argentina,Netherlands,Latin America and the Caribbean,Europe,38170.351649895
172,Germany,United Kingdom,Europe,Europe,37568.7133707
173,China,Netherlands,China,Europe,37444.9412609
174,Indonesia,Afghanistan,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,36943.45466
175,United Kingdom,United States,Europe,Northern America,36678.03993684
176,Kenya,Japan,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),36368.66302228
177,Sri Lanka,Finland,Central and Southern Asia,Europe,35626.7296681
178,United Arab Emirates,Kuwait,Northern Africa and Western Asia,Northern Africa and Western Asia,34642.09701847
179,Iran,United Arab Emirates,Central and Southern Asia,Northern Africa and Western Asia,33939.61042348
180,Iran,Uzbekistan,Central and Southern Asia,Central and Southern Asia,33838.834404
181,Zimbabwe,Mozambique,Sub-Saharan Africa,Sub-Saharan Africa,33813.25072494
182,Tanzania,South Africa,Sub-Saharan Africa,Sub-Saharan Africa,33529.891329999904
183,Argentina,Poland,Latin America and the Caribbean,Europe,33522.61617202
184,Netherlands,Germany,Europe,Europe,33238.46530716
185,Kenya,Indonesia,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),32464.67202
186,Switzerland,United Kingdom,Europe,Europe,31250.32181463
187,Kenya,Sri Lanka,Sub-Saharan Africa,Central and Southern Asia,31205.455224
188,Sri Lanka,Italy,Central and Southern Asia,Europe,30499.61305969
189,Kenya,Canada,Sub-Saharan Africa,Northern America,30359.4467276655
190,Kenya,Netherlands,Sub-Saharan Africa,Europe,30152.470257057998
191,Papua New Guinea,Russian Federation,Oceania (excl. Australia and New Zealand),Europe,29966.123
192,Poland,United Kingdom,Europe,Europe,29437.26691714
193,China,Myanmar,China,Eastern and South-Eastern Asia (excl. China),29362.0542257
194,Indonesia,New Zealand,Eastern and South-Eastern Asia (excl. China),Australia and New Zealand,29027.42164008
195,Malawi,Pakistan,Sub-Saharan Africa,Central and Southern Asia,28971.337809999997
196,Indonesia,China,Eastern and South-Eastern Asia (excl. China),China,28739.8349233464
197,China,Tajikistan,China,Central and Southern Asia,28629.922183
198,Netherlands,Poland,Europe,Europe,28590.75911476
199,Sri Lanka,South Africa,Central and Southern Asia,Sub-Saharan Africa,28425.452708302
200,China,Cote d'Ivoire,China,Sub-Saharan Africa,28187.783338
201,Japan,United States,Eastern and South-Eastern Asia (excl. China),Northern America,27987.8146112
202,China,Burkina Faso,China,Sub-Saharan Africa,27887.007654
203,Pakistan,Afghanistan,Central and Southern Asia,Central and Southern Asia,27639.150348
204,Brazil,United States,Latin America and the Caribbean,Northern America,27468.31673951
205,Malawi,Germany,Sub-Saharan Africa,Europe,27461.492752
206,United Kingdom,Poland,Europe,Europe,27378.8230540934
207,Sri Lanka,France,Central and Southern Asia,Europe,27093.854129
208,Indonesia,Ukraine,Eastern and South-Eastern Asia (excl. China),Europe,27044.5245138
209,Kenya,Turkey,Sub-Saharan Africa,Northern Africa and Western Asia,27033.604031
210,Belgium,Netherlands,Europe,Europe,26413.171003980002
211,China,Vietnam,China,Eastern and South-Eastern Asia (excl. China),26155.11076474
212,China,Canada,China,Northern America,26010.9214536
213,Iran,Turkey,Central and Southern Asia,Northern Africa and Western Asia,25458.7900786
214,China,Belgium,China,Europe,25044.35002917
215,Poland,France,Europe,Europe,25015.27347551
216,Iran,India,Central and Southern Asia,Central and Southern Asia,24820.16915
217,China,Spain,China,Europe,24763.10312366
218,Iran,Turkmenistan,Central and Southern Asia,Central and Southern Asia,24611.54556
219,Indonesia,Singapore,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),24519.7854258
220,Germany,Russian Federation,Europe,Europe,24309.4700319
221,China,Mongolia,China,Eastern and South-Eastern Asia (excl. China),23954.64338731
222,India,Malaysia,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),23861.72609055
223,Argentina,India,Latin America and the Caribbean,Central and Southern Asia,23410.586453
224,Yemen,Saudi Arabia,Northern Africa and Western Asia,Northern Africa and Western Asia,23196.525627
225,Germany,Poland,Europe,Europe,23190.7142135
226,United Arab Emirates,Ukraine,Northern Africa and Western Asia,Europe,23153.5249345
227,Netherlands,United Kingdom,Europe,Europe,23098.039267969998
228,United Kingdom,Switzerland,Europe,Europe,23066.91350589
229,Germany,Austria,Europe,Europe,22982.3256518
230,Indonesia,Japan,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),22943.82039062
231,Sri Lanka,Canada,Central and Southern Asia,Northern America,22924.5264448
232,Argentina,Kenya,Latin America and the Caribbean,Sub-Saharan Africa,22873.78813
233,India,Ireland,Central and Southern Asia,Europe,22805.102402106
234,Poland,Belgium,Europe,Europe,22722.469263
235,Germany,Italy,Europe,Europe,22709.6480447
236,China,Singapore,China,Eastern and South-Eastern Asia (excl. China),22490.610654
237,South Africa,Namibia,Sub-Saharan Africa,Sub-Saharan Africa,22005.063336259
238,Sri Lanka,New Zealand,Central and Southern Asia,Australia and New Zealand,21614.46118908
239,China,Saudi Arabia,China,Northern Africa and Western Asia,21381.1898894
240,Sri Lanka,Uzbekistan,Central and Southern Asia,Central and Southern Asia,21334.705865
241,Indonesia,Iraq,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,21147.39116
242,China,Australia,China,Australia and New Zealand,21118.5902092
243,Indonesia,Iran,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,21065.725356000003
244,India,Azerbaijan,Central and Southern Asia,Northern Africa and Western Asia,21011.8841367
245,Rwanda,United Kingdom,Sub-Saharan Africa,Europe,20815.54023683
246,Kenya,Germany,Sub-Saharan Africa,Europe,20618.004903371002
247,Georgia,Russian Federation,Northern Africa and Western Asia,Europe,20521.2964085
248,Kenya,Ukraine,Sub-Saharan Africa,Europe,20242.04022036
249,Vietnam,Ukraine,Eastern and South-Eastern Asia (excl. China),Europe,20118.77194543
250,Sri Lanka,India,Central and Southern Asia,Central and Southern Asia,20046.3888286
251,United Kingdom,Australia,Europe,Australia and New Zealand,20036.0489877
252,Sri Lanka,Israel,Central and Southern Asia,Northern Africa and Western Asia,19959.47936853
253,Argentina,Lebanon,Latin America and the Caribbean,Northern Africa and Western Asia,19886.09690805
254,South Africa,Botswana,Sub-Saharan Africa,Sub-Saharan Africa,19646.8534971256
255,United Kingdom,Germany,Europe,Europe,19368.51496487
256,Georgia,Mongolia,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),19200.9864
257,Malawi,Poland,Sub-Saharan Africa,Europe,18949.557009976
258,China,United Arab Emirates,China,Northern Africa and Western Asia,18864.55894625
259,Sri Lanka,Kazakhstan,Central and Southern Asia,Central and Southern Asia,18770.349580629998
260,Tanzania,Russian Federation,Sub-Saharan Africa,Europe,18588.555846
261,Tanzania,Netherlands,Sub-Saharan Africa,Europe,18204.986254
262,Iran,Germany,Central and Southern Asia,Europe,18129.92424214
263,Kenya,China,Sub-Saharan Africa,China,18044.60020602
264,Iran,Iraq,Central and Southern Asia,Northern Africa and Western Asia,17898.94854
265,Poland,Sweden,Europe,Europe,17885.1570696
266,Netherlands,Switzerland,Europe,Europe,17861.902605044
267,Germany,Spain,Europe,Europe,17797.6404358
268,Sri Lanka,Greece,Central and Southern Asia,Europe,17754.05928552
269,Argentina,Russian Federation,Latin America and the Caribbean,Europe,17699.152084960002
270,Kenya,Eritrea,Sub-Saharan Africa,Sub-Saharan Africa,17508.92668
271,Kenya,Chile,Sub-Saharan Africa,Latin America and the Caribbean,17399.360603
272,Sri Lanka,Kyrgyzstan,Central and Southern Asia,Central and Southern Asia,17373.94498923
273,United Arab Emirates,Australia,Northern Africa and Western Asia,Australia and New Zealand,17338.00390026
274,Rwanda,Uganda,Sub-Saharan Africa,Sub-Saharan Africa,17292.71694967
275,Mozambique,Kenya,Sub-Saharan Africa,Sub-Saharan Africa,17038.281584
276,United Arab Emirates,Qatar,Northern Africa and Western Asia,Northern Africa and Western Asia,16369.300728
277,South Africa,Mozambique,Sub-Saharan Africa,Sub-Saharan Africa,16277.136618730001
278,Austria,Germany,Europe,Europe,16090.211800894
279,India,Indonesia,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),15930.114344537
280,Vietnam,Thailand,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),15929.56550077
281,Argentina,Paraguay,Latin America and the Caribbean,Latin America and the Caribbean,15913.9475326
282,India,Qatar,Central and Southern Asia,Northern Africa and Western Asia,15893.81272426
283,"China, Hong Kong SAR",Japan,China,Eastern and South-Eastern Asia (excl. China),15842.69673291
284,China,India,China,Central and Southern Asia,15625.774338498
285,Poland,Czech Republic,Europe,Europe,15445.65045064
286,Oman,Iran,Northern Africa and Western Asia,Central and Southern Asia,15356.810414999998
287,China,Egypt,China,Northern Africa and Western Asia,15329.96268155
288,Germany,Denmark,Europe,Europe,15254.2660532
289,Kenya,Malaysia,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),15121.330629
290,Germany,Switzerland,Europe,Europe,15120.7268704
291,"China, Hong Kong SAR",Vietnam,China,Eastern and South-Eastern Asia (excl. China),14882.7315342
292,Papua New Guinea,United States,Oceania (excl. Australia and New Zealand),Northern America,14876.706256
293,United Arab Emirates,United Kingdom,Northern Africa and Western Asia,Europe,14791.7365962
294,United Kingdom,Italy,Europe,Europe,14612.63453754
295,Azerbaijan,Iraq,Northern Africa and Western Asia,Northern Africa and Western Asia,14592.009
296,Netherlands,Hungary,Europe,Europe,14561.09206973
297,Niger,China,Sub-Saharan Africa,China,14546.08
298,South Africa,Eswatini,Sub-Saharan Africa,Sub-Saharan Africa,14010.763728558
299,Zimbabwe,United States,Sub-Saharan Africa,Northern America,14005.979295
300,Sri Lanka,Angola,Central and Southern Asia,Sub-Saharan Africa,13962.76549969
301,Iran,Afghanistan,Central and Southern Asia,Central and Southern Asia,13916.607377999999
302,Egypt,Jordan,Northern Africa and Western Asia,Northern Africa and Western Asia,13644.665864300001
303,Vietnam,United Kingdom,Eastern and South-Eastern Asia (excl. China),Europe,13637.66241885
304,Indonesia,Egypt,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,13611.9263713
305,Austria,Nigeria,Europe,Sub-Saharan Africa,13511.34295
306,Argentina,Spain,Latin America and the Caribbean,Europe,13430.300086299
307,Turkey,Germany,Northern Africa and Western Asia,Europe,13298.89938759
308,Belgium,Italy,Europe,Europe,13290.87933252
309,China,Kazakhstan,China,Central and Southern Asia,13194.143645183
310,Kenya,Jordan,Sub-Saharan Africa,Northern Africa and Western Asia,13068.3095
311,Brazil,Germany,Latin America and the Caribbean,Europe,12958.85304517
312,United Arab Emirates,Egypt,Northern Africa and Western Asia,Northern Africa and Western Asia,12905.981841300001
313,Sri Lanka,Belarus,Central and Southern Asia,Europe,12832.98442519
314,United Kingdom,Japan,Europe,Eastern and South-Eastern Asia (excl. China),12801.11728586
315,Iran,Netherlands,Central and Southern Asia,Europe,12750.5746254959
316,United Arab Emirates,Uzbekistan,Northern Africa and Western Asia,Central and Southern Asia,12519.573906000001
317,India,Italy,Central and Southern Asia,Europe,12439.55004205
318,Afghanistan,Iran,Central and Southern Asia,Central and Southern Asia,12418.356
319,China,Indonesia,China,Eastern and South-Eastern Asia (excl. China),12393.66966283
320,Poland,Italy,Europe,Europe,12354.70400154
321,Myanmar,Thailand,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),12317.84489
322,Iran,Indonesia,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),12224.640829
323,China,"Korea, Republic",China,Eastern and South-Eastern Asia (excl. China),12140.1757681
324,Ireland,United Kingdom,Europe,Europe,12053.392176379999
325,Vietnam,Netherlands,Eastern and South-Eastern Asia (excl. China),Europe,12044.61332678
326,Papua New Guinea,United Kingdom,Oceania (excl. Australia and New Zealand),Europe,12023.65304
327,Vietnam,Singapore,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),11965.70628569
328,Belgium,Sweden,Europe,Europe,11955.48643184
329,Sri Lanka,Malaysia,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),11743.8785825
330,Netherlands,Italy,Europe,Europe,11735.257604504
331,Malawi,Singapore,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),11728.4594
332,Kenya,South Africa,Sub-Saharan Africa,Sub-Saharan Africa,11681.349507429
333,Malaysia,Thailand,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),11610.211239763
334,Sri Lanka,Albania,Central and Southern Asia,Europe,11586.40722933
335,Sri Lanka,Singapore,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),11529.56844787
336,Germany,Sweden,Europe,Europe,11489.59959106
337,France,Belgium,Europe,Europe,11322.80585804
338,Indonesia,Canada,Eastern and South-Eastern Asia (excl. China),Northern America,11224.31086051
339,Kenya,Djibouti,Sub-Saharan Africa,Sub-Saharan Africa,11200.51656
340,Papua New Guinea,Australia,Oceania (excl. Australia and New Zealand),Australia and New Zealand,11162.738488399998
341,China,Kyrgyzstan,China,Central and Southern Asia,11153.5016237
342,Kazakhstan,Russian Federation,Central and Southern Asia,Europe,11022.7699676
343,India,France,Central and Southern Asia,Europe,10980.4756304
344,India,Kuwait,Central and Southern Asia,Northern Africa and Western Asia,10938.852649885
345,France,Spain,Europe,Europe,10894.2409614
346,"China, Hong Kong SAR",China,China,China,10878.48658634
347,Turkey,Belgium,Northern Africa and Western Asia,Europe,10861.828853964
348,Argentina,Bolivia,Latin America and the Caribbean,Latin America and the Caribbean,10840.928269022
349,Kenya,Switzerland,Sub-Saharan Africa,Europe,10815.800183590001
350,Zimbabwe,Germany,Sub-Saharan Africa,Europe,10788.84732
351,Senegal,Mali,Sub-Saharan Africa,Sub-Saharan Africa,10766.509098
352,United States,Japan,Northern America,Eastern and South-Eastern Asia (excl. China),10728.59465891
353,Malawi,Canada,Sub-Saharan Africa,Northern America,10638.696799
354,Jordan,Saudi Arabia,Northern Africa and Western Asia,Northern Africa and Western Asia,10551.982317
355,Tanzania,United Arab Emirates,Sub-Saharan Africa,Northern Africa and Western Asia,10550.85421
356,United Kingdom,Spain,Europe,Europe,10537.646794104001
357,India,Oman,Central and Southern Asia,Northern Africa and Western Asia,10531.492521886
358,Oman,Somalia,Northern Africa and Western Asia,Sub-Saharan Africa,10515.779
359,Bangladesh,Afghanistan,Central and Southern Asia,Central and Southern Asia,10482.489000000001
360,Germany,Belgium,Europe,Europe,10462.68971008
361,Vietnam,Turkey,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,10363.657181
362,Netherlands,Spain,Europe,Europe,10362.2005973
363,Malawi,Russian Federation,Sub-Saharan Africa,Europe,10360.84704
364,Germany,Czech Republic,Europe,Europe,10292.2108843
365,Argentina,Canada,Latin America and the Caribbean,Northern America,10256.31142431
366,Poland,Netherlands,Europe,Europe,10186.745960137001
367,Iran,Russian Federation,Central and Southern Asia,Europe,10069.4531766
368,Turkey,Iran,Northern Africa and Western Asia,Central and Southern Asia,9922.7397937
369,Cote d'Ivoire,Angola,Sub-Saharan Africa,Sub-Saharan Africa,9830.507089
370,Georgia,Ukraine,Northern Africa and Western Asia,Europe,9684.633806493
371,Switzerland,Netherlands,Europe,Europe,9606.677234858
372,Netherlands,Belgium,Europe,Europe,9581.433460052
373,Indonesia,Turkey,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,9566.5660912
374,Poland,Russian Federation,Europe,Europe,9521.180823300001
375,Burundi,Oman,Sub-Saharan Africa,Northern Africa and Western Asia,9425.25783
376,Ecuador,United States,Latin America and the Caribbean,Northern America,9418.87188826
377,Vietnam,Japan,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),9397.2215259
378,Indonesia,Vietnam,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),9332.20282776
379,Malawi,Egypt,Sub-Saharan Africa,Northern Africa and Western Asia,9313.36031
380,Netherlands,Austria,Europe,Europe,9285.694465774
381,Indonesia,Chile,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,9258.3632299
382,Papua New Guinea,Germany,Oceania (excl. Australia and New Zealand),Europe,9201.279681
383,France,Italy,Europe,Europe,9183.9179498
384,Iran,Kenya,Central and Southern Asia,Sub-Saharan Africa,9169.221669
385,Malawi,India,Sub-Saharan Africa,Central and Southern Asia,9151.882527
386,Sri Lanka,Belgium,Central and Southern Asia,Europe,9142.6290429
387,Sri Lanka,North Macedonia,Central and Southern Asia,Europe,9139.32092
388,Malawi,Botswana,Sub-Saharan Africa,Sub-Saharan Africa,9128.50583
389,Ethiopia,Pakistan,Sub-Saharan Africa,Central and Southern Asia,9046.235130000001
390,Zimbabwe,Netherlands,Sub-Saharan Africa,Europe,8873.885253
391,India,Singapore,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),8805.75102671
392,United States,United Kingdom,Northern America,Europe,8800.0233146
393,Sri Lanka,Ghana,Central and Southern Asia,Sub-Saharan Africa,8766.384549460001
394,China,Chad,China,Sub-Saharan Africa,8716.862068
395,Azerbaijan,Georgia,Northern Africa and Western Asia,Northern Africa and Western Asia,8680.87144862
396,India,Turkey,Central and Southern Asia,Northern Africa and Western Asia,8677.461806212
397,Brazil,United Kingdom,Latin America and the Caribbean,Europe,8606.577173424
398,Papua New Guinea,Malaysia,Oceania (excl. Australia and New Zealand),Eastern and South-Eastern Asia (excl. China),8553.90845
399,Sri Lanka,State of Palestine,Central and Southern Asia,Northern Africa and Western Asia,8525.343897
400,United Arab Emirates,Bahrain,Northern Africa and Western Asia,Northern Africa and Western Asia,8489.6401519
401,Malawi,Saudi Arabia,Sub-Saharan Africa,Northern Africa and Western Asia,8455.32712
402,Sri Lanka,Fiji,Central and Southern Asia,Oceania (excl. Australia and New Zealand),8454.985104133
403,Singapore,Malaysia,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),8398.50873346
404,India,Cambodia,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),8324.500564101
405,Vietnam,Philippines,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),8210.3068487
406,Netherlands,France,Europe,Europe,8197.74553831
407,United Kingdom,Sweden,Europe,Europe,8124.22624982
408,Zimbabwe,Zambia,Sub-Saharan Africa,Sub-Saharan Africa,8079.5769535
409,Saudi Arabia,Jordan,Northern Africa and Western Asia,Northern Africa and Western Asia,8013.080792
410,Netherlands,United States,Europe,Northern America,7977.893610349999
411,Argentina,New Zealand,Latin America and the Caribbean,Australia and New Zealand,7971.4577025
412,United Kingdom,Nigeria,Europe,Sub-Saharan Africa,7965.93163924
413,India,Israel,Central and Southern Asia,Northern Africa and Western Asia,7915.97440986
414,Sri Lanka,Cote d'Ivoire,Central and Southern Asia,Sub-Saharan Africa,7892.3138050299995
415,Poland,Germany,Europe,Europe,7879.6164589499995
416,Indonesia,Thailand,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),7879.05459651
417,United Arab Emirates,Ghana,Northern Africa and Western Asia,Sub-Saharan Africa,7839.38289964
418,Burundi,Egypt,Sub-Saharan Africa,Northern Africa and Western Asia,7771.207878
419,Vietnam,Chile,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,7736.1427795
420,Bangladesh,Kazakhstan,Central and Southern Asia,Central and Southern Asia,7619.531226
421,Mozambique,Malawi,Sub-Saharan Africa,Sub-Saharan Africa,7618.591878
422,Uganda,Sudan,Sub-Saharan Africa,Northern Africa and Western Asia,7566.84371
423,Kenya,Oman,Sub-Saharan Africa,Northern Africa and Western Asia,7511.014251
